dataset,mode,scheduler,scheduler_ablation,split_protocol,noise_multiplier,dp_enabled,rounds,arch_name,n_clients,seeds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,loss_mean,loss_std,num_samples_mean,num_samples_std,unique_labels_mean,unique_labels_std
cifar10,Count-only-transfer,mobile,,independent,0.5,true,20,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.3435763888888889,0.11256629026871727,0.23822487621671623,0.1194462806628907,2.532767152786255,0.48855312659873384,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,Count-only-transfer,mobile,,independent,0.5,true,20,tiny_mobilenet,6,"42,42,43,43,44,44",0.3658854166666667,0.1585807927793958,0.27285473980009556,0.15870848590040737,2.2690003911654153,0.4471378188414142,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,Count-only-transfer,mobile,,independent,0.5,true,20,tiny_resnet,6,"42,42,43,43,44,44",0.25026041666666665,0.1367644268936249,0.16209074653064212,0.1274116286651134,2.9793853918711344,0.5676329314982027,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,Count-only-transfer,mobile,,independent,0.5,true,20,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.20347222222222222,0.08161268876762942,0.09729927861028248,0.07746878585803998,2.87801374329461,0.5454651995017618,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,FedProto-style,mobile,,fixed,0.5,true,20,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.25590277777777776,0.12303082181437075,0.1384265154807104,0.1045079788744691,2.6804374641842315,0.4445424705817593,3009.3333333333335,2095.1730835422645,8.0,0.8660254037844386
cifar10,FedProto-style,mobile,,fixed,0.5,true,20,tiny_mobilenet,6,"42,42,43,43,44,44",0.3614583333333333,0.11432404374918981,0.2622290924191475,0.12497593913837869,2.5169194102287293,0.6391045674665257,5945.5,943.7259665814012,9.0,0.0
cifar10,FedProto-style,mobile,,fixed,0.5,true,20,tiny_resnet,6,"42,42,43,43,44,44",0.23385416666666667,0.081721388979059,0.14633641686911383,0.0668094084335632,3.069034385681152,0.41203386470613196,6335.0,496.2366370996805,6.5,0.5477225575051661
cifar10,FedProto-style,mobile,,fixed,0.5,true,20,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.15902777777777777,0.09084287447500737,0.06346905790269375,0.0720499888268149,2.52016060617235,0.32295581105094956,5470.333333333333,440.4421074329747,5.333333333333333,1.3228756555322954
cifar10,Histogram-only,mobile,,independent,0.5,true,20,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.3361111111111111,0.1077571315150933,0.23375596333709028,0.11578458378268316,2.587695320447286,0.4601580154399206,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,Histogram-only,mobile,,independent,0.5,true,20,tiny_mobilenet,6,"42,42,43,43,44,44",0.34921875,0.15003824382261677,0.2590500134974718,0.1512501399221401,2.3220936338106792,0.46391192725152,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,Histogram-only,mobile,,independent,0.5,true,20,tiny_resnet,6,"42,42,43,43,44,44",0.2453125,0.12423987634813552,0.15186129370704293,0.11208351620200027,2.960053038597107,0.48286256469977384,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,Histogram-only,mobile,,independent,0.5,true,20,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.16631944444444444,0.06566270824707338,0.07149359314805931,0.05854538160256367,2.7972681681315104,0.5579731375994448,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,Histogram-only,random,,independent,0.5,true,20,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.35538194444444443,0.07222279605474492,0.24998774296707577,0.08787716218306656,2.597245944870843,0.4900089664775205,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,Histogram-only,random,,independent,0.5,true,20,tiny_mobilenet,6,"42,42,43,43,44,44",0.33567708333333335,0.06796006889005975,0.2348364827533563,0.07561042025757625,2.521598247687022,0.4252997198604379,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,Histogram-only,random,,independent,0.5,true,20,tiny_resnet,6,"42,42,43,43,44,44",0.3028645833333333,0.033415832153960594,0.18971800059080124,0.0244919454576662,3.152222156524658,0.34856600078591254,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,Histogram-only,random,,independent,0.5,true,20,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.2947916666666667,0.06561104762395202,0.1776325586769316,0.0697814730826747,2.9809219307369657,0.5959502972301577,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,Local-only,mobile,,fixed,0.0,false,20,small_cnn,6,"43,43,43,44,44,44",0.23515625,0.11311787788353793,0.12981203058734536,0.0975196781436194,2.8324458599090576,0.5044957554117783,3009.3333333333335,2163.885455994995,8.0,0.8944271909999159
cifar10,Local-only,mobile,,fixed,0.0,false,20,tiny_mobilenet,4,"43,43,44,44",0.3875,0.11370162661911805,0.28793755173683167,0.12888568977137663,2.4552026450634004,0.6727743747222431,5945.5,994.7745138137252,9.0,0.0
cifar10,Local-only,mobile,,fixed,0.0,false,20,tiny_resnet,4,"43,43,44,44",0.21796875,0.09397975319406125,0.13068028981797397,0.07787773870048878,2.9979599475860597,0.4840425185016116,6335.0,523.079343885801,6.5,0.5773502691896257
cifar10,Local-only,mobile,,fixed,0.0,false,20,wide_cnn,6,"43,43,43,44,44,44",0.1828125,0.12499609368896293,0.08635971912493308,0.10850159182897261,2.3967427412668862,0.22079683799640173,5470.333333333333,454.8866525483757,5.333333333333333,1.3662601021279464
cifar10,Local-only,mobile,,independent,0.0,false,20,small_cnn,3,"42,42,42",0.25885416666666666,0.12589846375982247,0.14969150411585966,0.12451988950061159,2.755419715245565,0.5279938039276253,3009.3333333333335,2419.297487563969,8.0,1.0
cifar10,Local-only,mobile,,independent,0.0,false,20,tiny_mobilenet,2,"42,42",0.39609375,0.14694562796532942,0.29688774049282074,0.16760809094500126,2.3395974040031433,0.7918335623648941,5945.5,1218.3449839844213,9.0,0.0
cifar10,Local-only,mobile,,independent,0.0,false,20,tiny_resnet,2,"42,42",0.18359375,0.043089319478555224,0.09837349317967892,0.06461479871391115,3.175475597381592,0.40421100280019095,6335.0,640.638743755012,6.5,0.7071067811865476
cifar10,Local-only,mobile,,independent,0.0,false,20,wide_cnn,3,"42,42,42",0.22135416666666666,0.030351671425694726,0.11651199062665303,0.06151028548393684,3.253850571314494,0.6142796708469263,5470.333333333333,508.578738577748,5.333333333333333,1.5275252316519468
cifar10,Mean-only,mobile,,independent,0.5,true,20,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.3510416666666667,0.11903235346692512,0.24489474358657995,0.12487674646358896,2.5613066249423557,0.536671842555218,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,Mean-only,mobile,,independent,0.5,true,20,tiny_mobilenet,6,"42,42,43,43,44,44",0.3640625,0.15378048478269277,0.2687293856094281,0.15294863794511862,2.2610547025998433,0.4263364202346424,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,Mean-only,mobile,,independent,0.5,true,20,tiny_resnet,6,"42,42,43,43,44,44",0.24427083333333335,0.14995659094106756,0.15408820643400153,0.1297457955879801,3.0221479296684266,0.7516704304757467,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,Mean-only,mobile,,independent,0.5,true,20,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.1954861111111111,0.07575484577230761,0.09341775791512595,0.07716372170188257,2.8976329379611547,0.5698934052357393,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,Mean-only,random,,independent,0.5,true,20,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.3576388888888889,0.07757794579396332,0.2522360351350572,0.08073076013598915,2.5223027017381456,0.48988306335492776,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,Mean-only,random,,independent,0.5,true,20,tiny_mobilenet,6,"42,42,43,43,44,44",0.3502604166666667,0.06982411403692615,0.24595846235752106,0.08578695093893074,2.425656322638194,0.41496909292959355,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,Mean-only,random,,independent,0.5,true,20,tiny_resnet,6,"42,42,43,43,44,44",0.31223958333333335,0.030417290946789893,0.19512472798426947,0.020230153721887474,3.083528741200765,0.36345233493141477,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,Mean-only,random,,independent,0.5,true,20,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.2916666666666667,0.0515684182209664,0.1746999356481764,0.057101520718390704,2.9876073572370743,0.5362441709494077,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,PALM-transfer,mobile,,fixed,0.5,true,20,small_cnn,6,"43,43,43,44,44,44",0.2520833333333333,0.1364507790529855,0.14612199226394296,0.11905551480782157,2.7338975032170616,0.5142180856273841,3009.3333333333335,2163.885455994995,8.0,0.8944271909999159
cifar10,PALM-transfer,mobile,,fixed,0.5,true,20,tiny_mobilenet,4,"43,43,44,44",0.38046875,0.13541566506039837,0.27926182746887207,0.14819913890794456,2.4484292387962343,0.6916921679735617,5945.5,994.7745138137252,9.0,0.0
cifar10,PALM-transfer,mobile,,fixed,0.5,true,20,tiny_resnet,4,"43,43,44,44",0.2234375,0.10039797111578834,0.1333834200631827,0.07938274956146517,2.9910304665565492,0.5109535910565153,6335.0,523.079343885801,6.5,0.5773502691896257
cifar10,PALM-transfer,mobile,,fixed,0.5,true,20,wide_cnn,6,"43,43,43,44,44,44",0.17552083333333332,0.1103158934794378,0.08001674432307482,0.09649993017936928,2.4610493262608846,0.2515448023756401,5470.333333333333,454.8866525483757,5.333333333333333,1.3662601021279464
cifar10,PALM-transfer,mobile,,independent,0.5,true,20,small_cnn,3,"42,42,42",0.265625,0.1326101399544922,0.14833497193952402,0.12394497644126558,2.7169116338094077,0.46853202666649113,3009.3333333333335,2419.297487563969,8.0,1.0
cifar10,PALM-transfer,mobile,,independent,0.5,true,20,tiny_mobilenet,2,"42,42",0.3453125,0.14584077361972542,0.24498698860406876,0.152734984404401,2.6080233454704285,1.0813587419646125,5945.5,1218.3449839844213,9.0,0.0
cifar10,PALM-transfer,mobile,,independent,0.5,true,20,tiny_resnet,2,"42,42",0.18125000000000002,0.048613591206575144,0.11029293015599251,0.056899230672290885,3.3621366739273073,0.17745768721613658,6335.0,640.638743755012,6.5,0.7071067811865476
cifar10,PALM-transfer,mobile,,independent,0.5,true,20,wide_cnn,3,"42,42,42",0.23229166666666667,0.04251416736904692,0.11045326292514801,0.04668648313065511,3.3308809757232667,0.5079840139417848,5470.333333333333,508.578738577748,5.333333333333333,1.5275252316519468
cifar10,PALM-transfer,mobile,no_deficit,independent,0.5,true,20,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.3446180555555556,0.11496090726700438,0.23468226422038344,0.11969998813090872,2.570400349299113,0.4806459895773484,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,PALM-transfer,mobile,no_deficit,independent,0.5,true,20,tiny_mobilenet,6,"42,42,43,43,44,44",0.3458333333333333,0.1504507117519444,0.2518238468716542,0.1497053512065865,2.369560102621714,0.5746731563216874,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,PALM-transfer,mobile,no_deficit,independent,0.5,true,20,tiny_resnet,6,"42,42,43,43,44,44",0.24661458333333333,0.13224849607289177,0.15120778155202666,0.11608729242864685,2.986860287189484,0.6023428896333428,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,PALM-transfer,mobile,no_deficit,independent,0.5,true,20,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.20989583333333334,0.08033970234844974,0.10044174310233858,0.07581885948195607,2.8841348330179852,0.5475258336308276,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,PALM-transfer,random,,fixed,0.5,true,20,small_cnn,6,"43,43,43,44,44,44",0.2799479166666667,0.04616563956062633,0.16218805064757666,0.053372167131625015,2.776541566848755,0.4915136110134485,3009.3333333333335,2163.885455994995,8.0,0.8944271909999159
cifar10,PALM-transfer,random,,fixed,0.5,true,20,tiny_mobilenet,4,"43,43,44,44",0.3109375,0.08503790515117361,0.1987505555152893,0.08889398403026384,2.709220278263092,0.6144940877120647,5945.5,994.7745138137252,9.0,0.0
cifar10,PALM-transfer,random,,fixed,0.5,true,20,tiny_resnet,4,"43,43,44,44",0.2796875,0.040884587305813264,0.17303569242358208,0.016551877730308428,3.2246904134750367,0.2847749094139002,6335.0,523.079343885801,6.5,0.5773502691896257
cifar10,PALM-transfer,random,,fixed,0.5,true,20,wide_cnn,6,"43,43,43,44,44,44",0.2838541666666667,0.06005097660876686,0.15890559802452722,0.061684891207754736,3.3249565680821735,0.5241059540738113,5470.333333333333,454.8866525483757,5.333333333333333,1.3662601021279464
cifar10,PALM-transfer,random,,independent,0.5,true,20,small_cnn,3,"42,42,42",0.3109375,0.04851304592581257,0.1898462971051534,0.06390178172338472,2.712800709406535,0.6065312762783749,3009.3333333333335,2419.297487563969,8.0,1.0
cifar10,PALM-transfer,random,,independent,0.5,true,20,tiny_mobilenet,2,"42,42",0.32109374999999996,0.1182194149796259,0.21158480644226074,0.11616881064154658,2.6342546105384828,0.8302007826537676,5945.5,1218.3449839844213,9.0,0.0
cifar10,PALM-transfer,random,,independent,0.5,true,20,tiny_resnet,2,"42,42",0.2796875,0.030935921676911463,0.18222250044345856,0.022925251411894422,3.197081971168518,0.2692417221552807,6335.0,640.638743755012,6.5,0.7071067811865476
cifar10,PALM-transfer,random,,independent,0.5,true,20,wide_cnn,3,"42,42,42",0.2708333333333333,0.07795815517528192,0.14331876238187155,0.08165987778523157,3.3352832317352297,0.7019876496965167,5470.333333333333,508.578738577748,5.333333333333333,1.5275252316519468
cifar10,PALM-transfer,random,no_deficit,independent,0.5,true,20,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.36006944444444444,0.07817229471232297,0.25197186569372815,0.08810665374826919,2.5476567427317303,0.542104117001514,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,PALM-transfer,random,no_deficit,independent,0.5,true,20,tiny_mobilenet,6,"42,42,43,43,44,44",0.33515625,0.06861314503704811,0.22593664874633154,0.07634590463106501,2.518367600440979,0.4647229007969909,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,PALM-transfer,random,no_deficit,independent,0.5,true,20,tiny_resnet,6,"42,42,43,43,44,44",0.3078125,0.039688730295891296,0.18857544412215552,0.029733120015144405,3.205249842007955,0.33181487444435687,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,PALM-transfer,random,no_deficit,independent,0.5,true,20,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.30538194444444444,0.06236367510891479,0.18252753218015036,0.06828622335781942,2.914302847120497,0.6413024440966636,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,PALM-transfer-no-noise,mobile,,independent,0.0,false,20,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.33975694444444443,0.11702100440985061,0.23389661208622986,0.12333304555867163,2.5717589404847887,0.49857694633589744,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,PALM-transfer-no-noise,mobile,,independent,0.0,false,20,tiny_mobilenet,6,"42,42,43,43,44,44",0.35598958333333336,0.15383577595456027,0.26263497956097126,0.15520182924654025,2.3241363724072777,0.5062354369696582,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,PALM-transfer-no-noise,mobile,,independent,0.0,false,20,tiny_resnet,6,"42,42,43,43,44,44",0.24401041666666665,0.1247004875232718,0.14645664812996984,0.11255446888887598,2.963175654411316,0.5745918160434602,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,PALM-transfer-no-noise,mobile,,independent,0.0,false,20,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.2003472222222222,0.07720860105750488,0.09338369220495224,0.0752034970900073,2.9362158298492433,0.5721075153525433,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,Stats-only,mobile,,fixed,0.5,true,20,small_cnn,6,"43,43,43,44,44,44",0.25390625,0.13353205812416358,0.14239827652151385,0.11354121351382733,2.703209884961446,0.48420212678764335,3009.3333333333335,2163.885455994995,8.0,0.8944271909999159
cifar10,Stats-only,mobile,,fixed,0.5,true,20,tiny_mobilenet,4,"43,43,44,44",0.38437499999999997,0.12600507388924198,0.28553076460957527,0.13910885075482593,2.4665926516056063,0.7115360464847835,5945.5,994.7745138137252,9.0,0.0
cifar10,Stats-only,mobile,,fixed,0.5,true,20,tiny_resnet,4,"43,43,44,44",0.23125,0.1067771847704368,0.13947640429250896,0.08406952883810637,2.9635873556137087,0.5032354967600047,6335.0,523.079343885801,6.5,0.5773502691896257
cifar10,Stats-only,mobile,,fixed,0.5,true,20,wide_cnn,6,"43,43,43,44,44,44",0.17083333333333334,0.10139007799911523,0.07530614205946524,0.0871085517953665,2.5086653073628744,0.314412866074239,5470.333333333333,454.8866525483757,5.333333333333333,1.3662601021279464
cifar10,Stats-only,mobile,,independent,0.5,true,20,small_cnn,3,"42,42,42",0.2734375,0.1438264063246037,0.15635111120839915,0.13172657390819278,2.6536697069803874,0.5211556961134773,3009.3333333333335,2419.297487563969,8.0,1.0
cifar10,Stats-only,mobile,,independent,0.5,true,20,tiny_mobilenet,2,"42,42",0.3828125,0.15026019100214136,0.28609033674001694,0.165727403734036,2.3862820029258724,0.8307069831631227,5945.5,1218.3449839844213,9.0,0.0
cifar10,Stats-only,mobile,,independent,0.5,true,20,tiny_resnet,2,"42,42",0.171875,0.04640388251536717,0.09882219135761261,0.055653164364422365,3.3705978870391844,0.1139811278933706,6335.0,640.638743755012,6.5,0.7071067811865476
cifar10,Stats-only,mobile,,independent,0.5,true,20,wide_cnn,3,"42,42,42",0.22083333333333335,0.05201818842562026,0.10818143437306087,0.05425933299573992,3.3447853565216064,0.45307018930754966,5470.333333333333,508.578738577748,5.333333333333333,1.5275252316519468
cifar10,Stats-only,mobile,no_deficit,independent,0.5,true,20,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.3435763888888889,0.11256629026871727,0.23822487621671623,0.1194462806628907,2.532767152786255,0.48855312659873384,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,Stats-only,mobile,no_deficit,independent,0.5,true,20,tiny_mobilenet,6,"42,42,43,43,44,44",0.3658854166666667,0.1585807927793958,0.27285473980009556,0.15870848590040737,2.2690003911654153,0.4471378188414142,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,Stats-only,mobile,no_deficit,independent,0.5,true,20,tiny_resnet,6,"42,42,43,43,44,44",0.25026041666666665,0.1367644268936249,0.16209074653064212,0.1274116286651134,2.9793853918711344,0.5676329314982027,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,Stats-only,mobile,no_deficit,independent,0.5,true,20,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.20347222222222222,0.08161268876762942,0.09729927861028248,0.07746878585803998,2.87801374329461,0.5454651995017618,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,Stats-only-no-noise,mobile,,independent,0.0,false,20,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.334375,0.10708826036411508,0.23415203785730732,0.11101363649013071,2.544851401117113,0.46540567351763834,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,Stats-only-no-noise,mobile,,independent,0.0,false,20,tiny_mobilenet,6,"42,42,43,43,44,44",0.3625,0.16119669661627684,0.27253039615849656,0.16266057690947072,2.282415533065796,0.4822624988632912,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,Stats-only-no-noise,mobile,,independent,0.0,false,20,tiny_resnet,6,"42,42,43,43,44,44",0.24921875,0.13330148952421722,0.15681124897673726,0.1235766586484881,2.9378629604975384,0.5717288508548501,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
